post_shortcode,commenter_username,comment_text,comment_likes
DFXG2mXoGj6,<Profile saajanbhatia (267987773)>,Using this after one of your reels and now the traffic is so much it takes ages to respond :face_with_tears_of_joy:,1
DFXG2mXoGj6,<Profile growith_akash (71959520122)>,:fire::fire:,0
DFXG2mXoGj6,<Profile charlie_sominto (6670086354)>,Areeee hatthh naaaaa:face_with_tears_of_joy::face_with_tears_of_joy:,7
DFXG2mXoGj6,<Profile thenonparticipant (58085926528)>,chat gpt ko dokha de diaa:loudly_crying_face::loudly_crying_face:,0
DFXG2mXoGj6,<Profile aasifcodes (52415650357)>,Arayy hattt na vrnaa AI  job khayegaa:crying_face:,1
DFXG2mXoGj6,<Profile ___aryaan.___ (48010898406)>,Far better :fire:,0
DFXG2mXoGj6,<Profile divyesh_17s (56367432809)>,bro's editing day by day :fire::fire:,0
DFXG2mXoGj6,<Profile _the_yash__sharma (5830831980)>,In your comparison can you include google gemini as well? Like ChatGPT vs DeepSeek vs Gemini,0
DFXG2mXoGj6,<Profile prathhham_ (4178808499)>,Chinese ai hai na bhai :skull: privacy chud jayegi,5
DFXG2mXoGj6,<Profile mohammad_suhail_69 (50645495162)>,Bro just save us,0
DFXG2mXoGj6,<Profile rahul_optimistic01 (2171294667)>,What about data security ? ..Can we rely on Chinese product ??,0
DFXG2mXoGj6,<Profile yashveer_wylin (23448798882)>,sahi to he per baat baat per site jam dikhata he,0
DFXG2mXoGj6,<Profile aditya.gaur.58726 (51383566063)>,Signup nhi ho raha hai,0
DFXG2mXoGj6,<Profile devyanshyadavv (52424863131)>,I too recommend this: https://chromewebstore.google.com/detail/deepseek-ai-with-true-roy/glldmkiljhakjlkkkdpnhlifkbhlopfa,0
DFXG2mXoGj6,<Profile kairoo24_ (39897980525)>,Vai ollama se poweshell me chalau ya website se download krke data compromise krdu?,0
DFXG2mXoGj6,<Profile sx4im (65044208750)>,Image Wala model agya,0
DFXG2mXoGj6,<Profile garry_chauhan12 (2486372047)>,Bhag b:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile samarthetic.here (8353971448)>,Khushi nahi bhai job ki insecurities badh gayi,0
DFXG2mXoGj6,<Profile fatimagraphy_designer (67889300504)>,:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile laxman__negi__777 (58531968563)>,Are bhai bhai aaraam se yaar:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile ialokdixit (5388316112)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile hellomarq (62563283980)>,No doubt china is making great technologies for themselves. Even American companies wirks on taiwan chips which is also in controls of china.,0
DFXG2mXoGj6,<Profile aannkkiitt__ (419496742)>,Try searching - How many states and UT India has?,0
DFXG2mXoGj6,<Profile edwineddie7148_ (5536720398)>,areh hatna vaha se :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile saransh19 (591658736)>,Humaari naukri kab khayega ? :rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile hrboss07 (38929069377)>,Bhai m use krta Hn but ye traffic Ka option de deta h or band ho GaTa h,0
DFXG2mXoGj6,<Profile zeeshan_pirzada01 (45029172534)>,Checkout kimi.moonshot another ai launched by china which outsmarts even deepseek and it’s free and they even created replica of cursor trae.app which is again free using claude sonnet 3.5,0
DFXG2mXoGj6,<Profile sankalp_1105 (68367515739)>,:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile i_.m_.sk (44437381125)>,:smiling_face_with_heart-eyes:,0
DFXG2mXoGj6,<Profile nihal_shady_007 (11900618078)>,SEARCH FOR NORTH EAST STATE OF INDIA IN DEEPSEEK :skull:,0
DFXG2mXoGj6,<Profile the.hungry.photographer (44767841)>,"Sirjee, cyberattack krwa diya deepseek pe apne video ne",0
DFXG2mXoGj6,<Profile ayaad__mohd (13824966897)>,"Due to large-scale malicious attacks on DeepSeek's services, registration is currently going busy. Please wait and try again. Registered users can log in normally. Thank you for your understanding and support.",0
DFXG2mXoGj6,<Profile iamfrom.hills (2016703885)>,Chinese hai :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile hellomarq (62563283980)>,We all know what happened to binance. Deepseek ka bhi kuch yehi hoga. Is par case karen gain bilawaja kay fines lagayen gain or phir American person ko ceo bana dengain deepseek ka.,0
DFXG2mXoGj6,<Profile nisha___sgh (51734031252)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile shubhamtayade1702 (8008891923)>,Boycott china ka kya karna...modiji...:crying_face::crying_face:,0
DFXG2mXoGj6,<Profile nishan14_ (29063362355)>,Cant register,0
DFXG2mXoGj6,<Profile bhavin_24262 (49075790632)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile kyrssiddesh (1680225599)>,Our data will go into chinese hands,0
DFXG2mXoGj6,<Profile avi200390 (70854121036)>,"It's good, loyalty gaya ma ----",0
DFXG2mXoGj6,<Profile bharatsoni0047 (2999301651)>,Dont ask deepseek  what happened on 15th April 1989 in China,0
DFXG2mXoGj6,<Profile hygienicmaniac (53959709974)>,Riyal sigma :moai:,1
DFXG2mXoGj6,<Profile _sarthak.parulekar (56612262762)>,Broadcast ka link do pehele to.. :loudly_crying_face::loudly_crying_face:,4
DFXG2mXoGj6,<Profile mani_sbst (35670346431)>,Bro we can upload image,0
DFXG2mXoGj6,<Profile the_notorious.man (25303610319)>,I trust nvidia :face_with_tears_of_joy::face_with_tears_of_joy: this is just a doppelganger of gpt :face_with_tears_of_joy:,1
DFXG2mXoGj6,<Profile samadhanbhartiya (56123202568)>,Share broadcast link,0
DFXG2mXoGj6,<Profile theshivm_rai (32418801454)>,Bhai link :fire:,0
DFXG2mXoGj6,<Profile maheshbn3 (3942461860)>,They have limited the registration due to some attacks,0
DFXG2mXoGj6,<Profile jatin.mishra88 (67481250965)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: had kr di bhaiya itni gandi bezati :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile sharma_bhashudev (70115633260)>,:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile shara.nurmagomedov (56162602612)>,Vai please ye  sab band karo :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,0
DFXG2mXoGj6,<Profile definitely.not.sandipan (5460165785)>,,2
DFXG2mXoGj6,<Profile genshin_lover861 (64772333612)>,https://www.instagram.com/reel/DAbpBV0gcYj/?igsh=eHcyMDhoYzcyZGJv,0
DFXG2mXoGj6,<Profile trispaston (2292207535)>,Are hatt naa :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile i.ekta_sharma (61961847266)>,:fire::fire::fire:,0
DFXG2mXoGj6,<Profile nitishhh.17 (20304758840)>,What India is doing ?,0
DFXG2mXoGj6,<Profile its_arbaz_00786 (8155192172)>,:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile amit_1912_ (4410432860)>,Aree bhai ye bhut galat kiya :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile prav.fittz (6267822998)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,2
DFXG2mXoGj6,<Profile aditya_no_7 (49624057570)>,But it's chinese bro.... boycott china ka kya huva ?,0
DFXG2mXoGj6,<Profile __rana__6084 (3407413513)>,Kitna paisa khaya hai bhai tume deepseek se :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile imvidhichand (64417415653)>,Hat na pare balko ne pdhne de :face_with_tears_of_joy:mst tha bro,0
DFXG2mXoGj6,<Profile khan__masum__00 (50470480418)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile k.shivam2003 (46365702292)>,Bhaiya ji dhakka nahi dena tha uskooo,0
DFXG2mXoGj6,<Profile tonysar906 (62899452335)>,Or yaha reservation chaiye:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile nuclear_fury (2284544067)>,"@ezsnippet bhai, you can upload files if you unselect search from the bar below, then you can upload and use those files easily!",0
DFXG2mXoGj6,<Profile am_werewolff (4350275488)>,Already:smirking_face: started using,0
DFXG2mXoGj6,<Profile def_the_smoothest_doggo (57208334271)>,bhai aaj ye baat ho gayi na,0
DFXG2mXoGj6,<Profile lahcsin22 (69413559378)>,How to doenalod,0
DFXG2mXoGj6,<Profile mj_says_ (52867546365)>,Bro ki skin :red_heart:,0
DFXG2mXoGj6,<Profile iam._.aishwaryasoni (70263432904)>,Amazing,1
DFXG2mXoGj6,<Profile _itz___javed_001 (46973179270)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile parmarbhavisha (1772246997)>,It git hacked :crying_face:,0
DFXG2mXoGj6,<Profile gamexpro19877 (49470967560)>,"Bhai abh toh haryanvi bolne lagh gaya hai,badmoshi khaatigi ibh toh:face_with_tears_of_joy::face_with_tears_of_joy:",0
DFXG2mXoGj6,<Profile thebillu_superhero (71390792171)>,Panneerrr,0
DFXG2mXoGj6,<Profile rohit_oza2904 (52175666734)>,Can you also make a video about kimi,10
DFXG2mXoGj6,<Profile susamoy.exe (50191364442)>,But sir llama me v to hum deepseek use kr sakte h,0
DFXG2mXoGj6,<Profile aham_brahhmasmi (46754520815)>,Video call? Chatgpt pe hoti hai kya :face_with_rolling_eyes:,0
DFXG2mXoGj6,<Profile mrxkailash (56709423493)>,ChatGPT ki bhi job gayi?,0
DFXG2mXoGj6,<Profile _rahullllllll_____ (13944090270)>,Bhai tum or maii dono narak.me jayege:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile harshit_kayat13 (46632612967)>,Broadcast Link :linked_paperclips:,0
DFXG2mXoGj6,<Profile developer.jishan (68798111495)>,Chinese government have all your information :skull:,0
DFXG2mXoGj6,<Profile its_rihankhan007 (33160929622)>,Bhai tu ye reel lata kha se h :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile iamvishvajeetpd (3573139205)>,Free course,0
DFXG2mXoGj6,<Profile sajawal_3332 (57397049988)>,Can add images when search is untick:fire::fire:,0
DFXG2mXoGj6,<Profile _awesome_suraj (8107056098)>,Which AI is best for coders @ezsnippet  example Vb.net,0
DFXG2mXoGj6,<Profile bristiadhikari19 (2908441684)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile tanishka_683 (9552928373)>,@ezsnippet Bhaiya please suggest any free Ai course,0
DFXG2mXoGj6,<Profile abudo_uru_kurimu (61326930667)>,nai prhna bhiiiiii:loudly_crying_face::folded_hands:,0
DFXG2mXoGj6,<Profile miss_lkar (1475931850)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile __abhiihere__ (51439817488)>,What about its api can i use it freely for my projext?,0
DFXG2mXoGj6,<Profile its_rachona (49341894497)>,Nah gpt 4 still holds quality conversation,0
DFXG2mXoGj6,<Profile aapka_abhi1 (49078235833)>,Video call bhi karte the kya :thinking_face:,0
DFXG2mXoGj6,<Profile rajanedits._ (60913292491)>,"Aaj bata raha h
2din pehle he install kr chuka hu",0
DFXG2mXoGj6,<Profile _saurav_shrivastava (31227340555)>,It's Chinese ai insted of using use chat Surya its indian,0
DFXG2mXoGj6,<Profile perspectiveofelectron (56024322225)>,"Deep seek dikhne mein bahut boring and low quality lagta hai , used it.",0
DFXG2mXoGj6,<Profile menon.fx (1747194040)>,Another way for China to gather other info,0
DFXG2mXoGj6,<Profile _pratham.singhal_ (57302397221)>,Agents nahi bana sakte it isn't stable,0
DFXG2mXoGj6,<Profile shazmeen_nasir (4123653174)>,:bomb::bomb:,0
DFXG2mXoGj6,<Profile s_ameirr (6660632582)>,bhai jaise tune usko htaya waise maine bhi post hta di.:crying_face:,0
DFXG2mXoGj6,<Profile ig_ankurkaushal (3423894056)>,Bkl sabko batana jaruri h tujhe,0
DFXG2mXoGj6,<Profile beast.cr10 (60926448430)>,Bhai tu kya bolta hai kuchh pta nhi lagta. :crying_face:,15
DFXG2mXoGj6,<Profile dhaw4l (47334478578)>,,0
DFXG2mXoGj6,<Profile kishan_goel66 (2250472766)>,But our information will be disclosed to the Chinese,0
DFXG2mXoGj6,<Profile irushpatel (1835179946)>,Course link de de,0
DFXG2mXoGj6,<Profile nishcheymidha005 (1035263657)>,"Is $6M total cost of the project? It seems they had some pre existing tech to cater to this. Also, if it’s really under $6M, does that mean they aren’t using H100s?",0
DFXG2mXoGj6,<Profile bhuvanvision.z (70204967909)>,Mil gyi mil gyi id mil gyi @n4vcam :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile vaniza_dania29 (52218305863)>,Deepseek is really good but it can't take photos of questions :disappointed_face:,0
DFXG2mXoGj6,<Profile vaniza_dania29 (52218305863)>,Podcast main humko add hona ha,0
DFXG2mXoGj6,<Profile _raghavendra.k_ (44345732125)>,Use kimi it's much better.(It is also from china),6
DFXG2mXoGj6,<Profile 1n_only_mohit (7269593374)>,"Worth it, Most cheap and valuable API",0
DFXG2mXoGj6,<Profile itss_geetanjali (68668949034)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile _bro__gowda_03 (22610418093)>,:fire:,0
DFXG2mXoGj6,<Profile ds.mundhe28 (22494168596)>,Link,0
DFXG2mXoGj6,<Profile llo_ve2 (34638365576)>,Bhai tuje ladki dhikani jaruri hai,0
DFXG2mXoGj6,<Profile wssup.bobyy (3503913927)>,Aaa gya aaa gyaa :face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile ft.aayusshh (52782855121)>,@all_about.adi,1
DFXG2mXoGj6,<Profile rishabhverma009 (44576944617)>,:crying_face::crying_face::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile shaun_ak_ (4094126804)>,Chinese hai bhai:crying_face:,0
DFXG2mXoGj6,<Profile shrutichhabraa (1642846128)>,Bhai hum ladkia b pad rahi hai :relieved_face: good explanation though!,0
DFXG2mXoGj6,<Profile niddhigotnochill (48800475446)>,SIDER?,0
DFXG2mXoGj6,<Profile _sr_i_nu_ (39160514860)>,Bro USA Stock Crash :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile _sr_i_nu_ (39160514860)>,Because of your video,0
DFXG2mXoGj6,<Profile yours.rk18 (49086799367)>,Bhai attachment ka option hai toh side me,0
DFXG2mXoGj6,<Profile himanshuustfu (55461932414)>,oops! deepseek is experiencing high traffic at the moment. please check back in a little while.,0
DFXG2mXoGj6,<Profile the_geek_god_47 (8088144879)>,Bhaiyya ye weights copy karke bana hai,0
DFXG2mXoGj6,<Profile the_geek_god_47 (8088144879)>,@ezsnippet hasn't this been made by copying weights from known models ?,0
DFXG2mXoGj6,<Profile danishnissar1 (6837745119)>,"The craziest part is that the USA banned its AI model from being used in China to prevent copying. However, China used Nvidia, a US-based company, to create its own AI model called DeepSeek and made it free and open-source. This move impacted the USA’s AI revenue.
 Moral of the story: never mess with China:clown_face:",0
DFXG2mXoGj6,<Profile irfannjann (5586252698)>,Bros knowledge AI by AI :chart_increasing:,0
DFXG2mXoGj6,<Profile hira_khalid54 (48506313783)>,Female b dekhti he sir apki informative videos,0
DFXG2mXoGj6,<Profile aman_ragshnia (8746441928)>,Bhai iske chkkr me crypto portfolio ki maa chudgyi:crying_face:,0
DFXG2mXoGj6,<Profile bharat___k (1710355630)>,You can also download its models and use it locally on your machines:victory_hand:,0
DFXG2mXoGj6,<Profile suraj__dunage (59780535414)>,Thanks for sharing it's good,1
DFXG2mXoGj6,<Profile go4t_adiii (51192602425)>,Can we use deepseek's api key in our projects?,0
DFXG2mXoGj6,<Profile saannu.ki__ (1812485728)>,Bhay pdhai ke sath sath hotness bdhane pe bhi dhyaan lgao ye chutiya toh views khaata rhega,0
DFXG2mXoGj6,<Profile rahul.gadpaile (27184498666)>,Headshot :grinning_face_with_sweat:,0
DFXG2mXoGj6,<Profile pardeshi4873 (16414135443)>,Bahi ne bhi come back kar liya,0
DFXG2mXoGj6,<Profile ankitaabanerjee101 (44886070189)>,Kya faida 2 saal ka jab abhi bhi ladkiyon ki photo lagani pad rhi hai reel ki reach ke liye striver ki face value se logo ne tuf+ le liya,0
DFXG2mXoGj6,<Profile itsshinu_23 (70157842474)>,Roadmap for web development...,0
DFXG2mXoGj6,<Profile joy_._boy_._._ (7881791229)>,Oops! DeepSeek is experiencing high traffic at the moment. Please check back in a little while.  What about this ?,0
DFXG2mXoGj6,<Profile pvt.avez (61817924354)>,@dhruvrathee  ab is ke chatgpt course ka ky Kru :crying_face:?,0
DFXG2mXoGj6,<Profile maazter_mind (52196193073)>,Her @,3
DFXG2mXoGj6,<Profile thegautamharshit (50482383399)>,Arunachal Pradesh k bare me puchio jara kya opinion hai uske:crying_face:,0
DFXG2mXoGj6,<Profile chirag_patil_1436 (11934298760)>,App hai kya iska,0
DFXG2mXoGj6,<Profile sowad_abdullah (47693765459)>,@uncle_dijon .,0
DFXG2mXoGj6,<Profile sakshee.22 (3911570546)>,Link,0
DFXG2mXoGj6,<Profile ilyaz_muhammad033 (3999764536)>,When I compare I found chatgpt better,0
DFXG2mXoGj6,<Profile beshivaayy (3011221649)>,"Considering China's historical actions during the Opium Wars and its role in the Tiananmen Square Massacre, how can it justify its current stance on human rights violations, suppression of freedoms, and aggressive expansionism in the South China Sea, while being a permanent member of the UN Security Council?....... @ezsnippet Just Ask These question :face_with_tears_of_joy:",0
DFXG2mXoGj6,<Profile ____________abdullah__ (2059680420)>,:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile whoblames_ayush (49222160719)>,Par bhai mai to bio vala hu,0
DFXG2mXoGj6,<Profile c.chirag__s.saxena (7032859229)>,Bhai Broadcast ki link dedo yaar.... Har baar kehete ho lekin milti hi nhi,0
DFXG2mXoGj6,<Profile shikachu_gaming (35181246631)>,Bichari ladki,1
DFXG2mXoGj6,<Profile imerahit_ (11306110263)>,ChatGPT : :face_holding_back_tears::thumbs_up:,0
DFXG2mXoGj6,<Profile itsnikesh_11 (6342325054)>,:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile deeptigupta3636 (43538622045)>,:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile khan_wasim_3357 (8171792490)>,"Saaloo sab ko bata bata ke , sab per traffic badhwadoo, sab down rhete hai ab time per:crying_face::face_with_tears_of_joy:",0
DFXG2mXoGj6,<Profile malichirag33 (48558066363)>,Bhai what about my web development carrier,0
DFXG2mXoGj6,<Profile krishs_01 (8674286731)>,Bhai deepseek se ek baar ye pucho ki... Is Arunachal Pradesh part of India?? Or result dekho,0
DFXG2mXoGj6,<Profile soyebhussain7 (46865021118)>,China :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile talesofnitinn (50525880727)>,Nahi padhna,1
DFXG2mXoGj6,<Profile piyushgoyal_216 (8446269820)>,Bro chinrai reel by reel :chart_increasing::chart_increasing:,0
DFXG2mXoGj6,<Profile honeyyele (70476963227)>,:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile raghav_ag04 (7171937839)>,We can put images in it by deselecting search option,4
DFXG2mXoGj6,<Profile cypherk9 (1546273759)>,I went months without you interrupting the reels months!,0
DFXG2mXoGj6,<Profile licmemer (38458355128)>,Indian own AI tool chatsutra by two AI and it is multilingual toi,0
DFXG2mXoGj6,<Profile rishoxx (4477612408)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile rude_f4x (60853975640)>,Tu ht sale :goblin:,0
DFXG2mXoGj6,<Profile real_rosn (8048961716)>,Gemini and Open Ai :red_triangle_pointed_down:,0
DFXG2mXoGj6,<Profile h7292ihssn (64251955970)>,Tu thora sa hai kay padh liya me,0
DFXG2mXoGj6,<Profile tfaryyan_ (36052054968)>,Hat na :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile tejas95_official (2086466069)>,Even Chat GPT also lost his job by AI tum insaan kya cheez ho bey :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile _insane__18 (3623545355)>,Chila chila ke karwa diya na cyber attack.:rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile santra_sid (56899801469)>,"Deepseek is chinese, so be careful,itna hi kehna he baki aap samajhdaar ho:grinning_face_with_sweat:",1
DFXG2mXoGj6,<Profile devoteeadi007 (44851381017)>,@tejas._.chichkar try kro isse,0
DFXG2mXoGj6,<Profile rz_faheem (48114376255)>,"ChatGPT's responses are far better to DeepSeek's, providing more insightful and accurate explanations that genuinely enhance understanding. I don't understand why everyone is promoting deepseek!!",4
DFXG2mXoGj6,<Profile jk_kinza (61208628120)>,:red_heart::red_heart::clapping_hands:bhaaiiiiiii,0
DFXG2mXoGj6,<Profile kasiba8058 (71845923363)>,The Muslim:star_and_crescent: woman in my profile display change my entire life,0
DFXG2mXoGj6,<Profile abdullah_sheikh64 (39637066854)>,Usse to utha le bhai,0
DFXG2mXoGj6,<Profile suryanshu544 (46634692204)>,Isse April 1989 ke baare me puch sakte hai?,0
DFXG2mXoGj6,<Profile sharma.mayankkk (48254390624)>,Ai ne ai ka hi job khaa liya,0
DFXG2mXoGj6,<Profile remove_islam (71053424782)>,Thanks :loudly_crying_face::loudly_crying_face:,0
DFXG2mXoGj6,<Profile dushyantkrsingh (4250305504)>,Deepseek can use our personal information,0
DFXG2mXoGj6,<Profile r.p_25 (65472956545)>,"NVIDIA 16:red_circle: c*ud geya,",0
DFXG2mXoGj6,<Profile dhyani2303 (58565094651)>,Pov: we are already using it.,0
DFXG2mXoGj6,<Profile keshavpittie007 (6838690571)>,Try asking it about Arunachal Pradesh let's see if it can answer that :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile sainidevendra_ (64047961707)>,:fire::red_heart:,0
DFXG2mXoGj6,<Profile sainidevendra_ (64047961707)>,Bhai hook  mast lagate ho:red_heart:,0
DFXG2mXoGj6,<Profile holariyapankaj (11831056655)>,"Bro yy open source hai iska code deka kafi chota sa hai ab yy samj ni ara ki yy production wala code hai ya kya hai koi vedio mai isko bhi explain karna 

https://github.com/deepseek-ai/DeepSeek-V3",0
DFXG2mXoGj6,<Profile i_aditya_tonk (15991890408)>,How to join your broadcast,0
DFXG2mXoGj6,<Profile millanking23 (52562772979)>,Thankyou sir apne usse bhaga diya:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile vashu__up12 (43696198591)>,"China ka hai na , india  tike ga kya ye ?",0
DFXG2mXoGj6,<Profile akash_rao23 (2312138206)>,One more reel around the buzz word. Brother you’re just repeating the content which is all over the internet from last 2 days.  And seriously you’re launching course for this??? Kuch value addition to kar tere followers ka bhai….,0
DFXG2mXoGj6,<Profile tauhid_shaikh_001 (4733865953)>,Sir Images daal sakhte hai maine abhi hee sum solve karwaya,1
DFXG2mXoGj6,<Profile cashewjuneja (10393374373)>,Bro they also have Janus models that is competing with DALL-E,0
DFXG2mXoGj6,<Profile i_m_arvind_thakur (64386665979)>,Deepseek>chatgpt>gemini,0
DFXG2mXoGj6,<Profile muhammadtheusama (45533997297)>,Bhai tri profile dekh kar upar kar deta hon :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile tj0.0x (58599266632)>,Kimi.ai is also dangerous,0
DFXG2mXoGj6,<Profile hackerx920 (36494409379)>,"Ask the Chinese chat gpt about what happened in tainmen quare , ask who is tank man, ask it make xi ginping as winni the poo",0
DFXG2mXoGj6,<Profile dr_as_bhargav (11762296907)>,I heard someone attached deepseek :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile i_am_d_e_v_a_n_s_h_u (4039810687)>,Aur phir national security ki L lgwa do..,0
DFXG2mXoGj6,<Profile iamsush_mita_vandy12 (12378169362)>,:raising_hands::raising_hands:,0
DFXG2mXoGj6,<Profile aee_ananya (1539308033)>,@trinity_daimari  your new bf,0
DFXG2mXoGj6,<Profile ujjwal8_8gupta_ (44584515209)>,Ye kon h bahan ka llllllaaaaaaauuuu:crying_face:,0
DFXG2mXoGj6,<Profile kashiif_baber (37843689954)>,We want free course,0
DFXG2mXoGj6,<Profile nitikavaid2_ (47861626048)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile fightershetty_ (2300619467)>,Try asking it something about prc/tibet or taiwan.. Biased response milta hai prompts pe for deepseek..!,0
DFXG2mXoGj6,<Profile your_shivam_1 (48310580868)>,@n4vcam mujhe ko kyu toda :loudly_crying_face:,0
DFXG2mXoGj6,<Profile emmanuel_smiju (5626685046)>,"Bhai, kitna pay kiya deepseek ne promote karne ke liye? (Sab log yahi promotion kr rahe hai)",0
DFXG2mXoGj6,<Profile sayyam6557 (48036702557)>,Maa chod Di hai isney market ki,0
DFXG2mXoGj6,<Profile __koko09___ (42257719428)>,Iska real time response like time and date update nhi hua,0
DFXG2mXoGj6,<Profile sheshii.i (5577993863)>,even ai lost their job to other ai,0
DFXG2mXoGj6,<Profile its_pedrooo_here (68263578677)>,Can I use its api for rag:thinking_face:,0
DFXG2mXoGj6,<Profile pranjalsihag (9903281377)>,Mujhe pata tha ye ekdum hamla karega,3
DFXG2mXoGj6,<Profile __.shouvik.__ (8155977005)>,Crypto market ke liye ek bot bana ke Dena toh bhaiya,0
DFXG2mXoGj6,<Profile chandrakanth_08 (1679688620)>,"Any moment , #BoycottChina gang may appear :rolling_on_the_floor_laughing:",0
DFXG2mXoGj6,<Profile bamgad_bilaa (66512642760)>,Id wali ne khud comment kr diya h guys:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile tanishpatil.exe (53559692962)>,Usko Bharat ke saare states ke naam puchho :new_moon_face:,0
DFXG2mXoGj6,<Profile __sano__07__ (48565224122)>,Bkl tune hi nvidia ko crash karwaya hai naa..:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile 4dor4ble.__ (62840804897)>,When you realise you can see when the reel was posted by seeing the discription,0
DFXG2mXoGj6,<Profile husain_dastgeer (23773226315)>,Yeh sala har dafa mood bana hua kharab kar deta he:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile mr.mortal0 (55526167947)>,"Finally a competition to openAI. This is actually a very good news now.. Because we know, we've seen..what competition leads to. It often leads to advancements, developments, and sometimes even revolutions.",0
DFXG2mXoGj6,<Profile dhruvsh4rma (42619923751)>,,21
DFXG2mXoGj6,<Profile subham_0422 (7593329206)>,"Deepseek too have @nvidia processors about 50,000 approx",0
DFXG2mXoGj6,<Profile thekiran.more (58472943015)>,Meanwhile data centers in china :skull:,0
DFXG2mXoGj6,<Profile aasudipraya (38028226463)>,Kimi is way better,0
DFXG2mXoGj6,<Profile dharamkewat1432 (43566220497)>,Abhi malicious attack ho gaya hai server down hai:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile __sxhil._ (57272992339)>,Bhai pehle joh ladki thi uski I'd mil jati toh :grinning_face_with_sweat::grinning_face_with_sweat:,0
